name,x_fit,y_fit_dem,y_fit_rep
income_and_POP_BLK,-1.4345497215402072,37.83622172124,62.16377827876
income_and_POP_BLK,-1.426180826092084,37.79146955975145,62.20853044024855
income_and_POP_BLK,-1.4178119306439612,37.74646817880186,62.25353182119812
income_and_POP_BLK,-1.409443035195838,37.70121757839123,62.29878242160878
income_and_POP_BLK,-1.401074139747715,37.65571775851957,62.34428224148043
income_and_POP_BLK,-1.392705244299592,37.60996871918688,62.390031280813105
income_and_POP_BLK,-1.3843363488514688,37.5639704603932,62.43602953960681
income_and_POP_BLK,-1.375967453403346,37.51772298213854,62.48227701786146
income_and_POP_BLK,-1.3675985579552228,37.47122628442291,62.52877371557709
income_and_POP_BLK,-1.3592296625070999,37.424480367246346,62.57551963275366
income_and_POP_BLK,-1.3508607670589767,37.37748523060887,62.622514769391124
income_and_POP_BLK,-1.3424918716108536,37.33024087451053,62.66975912548946
income_and_POP_BLK,-1.3341229761627307,37.28274729895135,62.71725270104865
income_and_POP_BLK,-1.3257540807146075,37.23500450393137,62.76499549606863
income_and_POP_BLK,-1.3173851852664846,37.18701248945065,62.812987510549355
income_and_POP_BLK,-1.3090162898183615,37.13877125550921,62.86122874449078
income_and_POP_BLK,-1.3006473943702384,37.090280802107124,62.909719197892876
income_and_POP_BLK,-1.2922784989221154,37.041541129244436,62.958458870755564
income_and_POP_BLK,-1.2839096034739923,36.992552236921206,63.007447763078794
income_and_POP_BLK,-1.2755407080258692,36.94331412513749,63.05668587486252
income_and_POP_BLK,-1.2671718125777462,36.89382679389336,63.10617320610664
income_and_POP_BLK,-1.2588029171296231,36.84409024318887,63.15590975681113
income_and_POP_BLK,-1.2504340216815002,36.79410447302412,63.20589552697587
income_and_POP_BLK,-1.242065126233377,36.74386948339916,63.25613051660084
income_and_POP_BLK,-1.233696230785254,36.693385274314075,63.306614725685925
income_and_POP_BLK,-1.225327335337131,36.642651845768945,63.357348154231055
income_and_POP_BLK,-1.2169584398890079,36.59166919776387,63.40833080223614
income_and_POP_BLK,-1.2085895444408847,36.54043733029892,63.45956266970107
income_and_POP_BLK,-1.2002206489927618,36.4889562433742,63.51104375662581
income_and_POP_BLK,-1.1918517535446387,36.437225936989805,63.562774063010195
income_and_POP_BLK,-1.1834828580965158,36.38524641114582,63.614753588854164
income_and_POP_BLK,-1.1751139626483926,36.33301766584236,63.66698233415763
income_and_POP_BLK,-1.1667450672002695,36.28053970107954,63.71946029892045
income_and_POP_BLK,-1.1583761717521466,36.22781251685747,63.77218748314254
income_and_POP_BLK,-1.1500072763040234,36.17483611317625,63.82516388682375
income_and_POP_BLK,-1.1416383808559005,36.12161049003599,63.87838950996401
income_and_POP_BLK,-1.1332694854077774,36.06813564743683,63.93186435256316
income_and_POP_BLK,-1.1249005899596543,36.014411585378895,63.9855884146211
income_and_POP_BLK,-1.1165316945115313,35.9604383038623,64.03956169613771
income_and_POP_BLK,-1.1081627990634082,35.90621580288718,64.09378419711281
income_and_POP_BLK,-1.0997939036152853,35.85174408245368,64.14825591754632
income_and_POP_BLK,-1.0914250081671621,35.797023142561926,64.20297685743807
income_and_POP_BLK,-1.083056112719039,35.742052983212055,64.25794701678794
income_and_POP_BLK,-1.074687217270916,35.686833604404235,64.31316639559577
income_and_POP_BLK,-1.066318321822793,35.631365006138594,64.36863499386142
income_and_POP_BLK,-1.05794942637467,35.57564718841528,64.42435281158471
income_and_POP_BLK,-1.049580530926547,35.51968015123448,64.48031984876553
income_and_POP_BLK,-1.0412116354784238,35.46346389459632,64.53653610540368
income_and_POP_BLK,-1.0328427400303009,35.406998418500976,64.59300158149902
income_and_POP_BLK,-1.0244738445821777,35.35028372294861,64.64971627705138
income_and_POP_BLK,-1.0161049491340548,35.29331980793941,64.70668019206059
income_and_POP_BLK,-1.0077360536859317,35.23610667347352,64.76389332652647
income_and_POP_BLK,-0.9993671582378085,35.17864431955115,64.82135568044886
income_and_POP_BLK,-0.9909982627896856,35.12093274617244,64.87906725382754
income_and_POP_BLK,-0.9826293673415625,35.062971953337616,64.93702804666238
income_and_POP_BLK,-0.9742604718934395,35.00476194104684,64.99523805895316
income_and_POP_BLK,-0.9658915764453164,34.94630270930031,65.0536972906997
income_and_POP_BLK,-0.9575226809971933,34.88759425809821,65.1124057419018
income_and_POP_BLK,-0.9491537855490704,34.828636587440755,65.17136341255924
income_and_POP_BLK,-0.9407848901009472,34.76942969732813,65.23057030267188
income_and_POP_BLK,-0.9324159946528242,34.70997358776056,65.29002641223944
income_and_POP_BLK,-0.9240470992047012,34.65026825873822,65.34973174126178
income_and_POP_BLK,-0.915678203756578,34.59031371026136,65.40968628973864
income_and_POP_BLK,-0.907309308308455,34.53010994233017,65.46989005766983
income_and_POP_BLK,-0.898940412860332,34.46965695494488,65.5303430450551
income_and_POP_BLK,-0.890571517412209,34.40895474810572,65.59104525189429
income_and_POP_BLK,-0.8822026219640859,34.3480033218129,65.6519966781871
income_and_POP_BLK,-0.8738337265159628,34.28680267606665,65.71319732393336
income_and_POP_BLK,-0.8654648310678398,34.22535281086721,65.77464718913279
income_and_POP_BLK,-0.8570959356197168,34.16365372621482,65.83634627378518
income_and_POP_BLK,-0.8487270401715937,34.101705422109696,65.8982945778903
income_and_POP_BLK,-0.8403581447234706,34.03950789855212,65.96049210144788
income_and_POP_BLK,-0.8319892492753476,33.9770611555423,66.0229388444577
income_and_POP_BLK,-0.8236203538272245,33.91436519308052,66.08563480691949
income_and_POP_BLK,-0.8152514583791015,33.85142001116701,66.14857998883299
