Precinct_key,Race Column,PCT_RACE,PCT_DEM,PCT_REP
01013000100,POP_WHT,18.701007838745802,26.0,74.0
01013000181,POP_WHT,97.65319426336376,20.634920634920633,79.36507936507937
01053000080,POP_WHT,74.37956204379562,46.902654867256636,53.09734513274337
01053000120,POP_WHT,74.37956204379562,27.040816326530614,72.95918367346938
01053000100,POP_WHT,96.11211573236889,96.36363636363636,3.6363636363636362
01053000290,POP_WHT,90.17857142857143,30.63583815028902,69.36416184971098
01053000090,POP_WHT,74.37956204379562,89.83050847457628,10.16949152542373
01053000050,POP_WHT,54.57831325301205,12.895377128953772,87.10462287104623
01053000190,POP_WHT,86.48648648648648,85.48387096774194,14.516129032258066
01053000180,POP_WHT,86.48648648648648,89.83050847457628,10.16949152542373
01053000070,POP_WHT,54.57831325301205,76.81159420289855,23.18840579710145
01053000110,POP_WHT,96.11211573236889,94.64285714285714,5.357142857142857
01053000300,POP_WHT,91.22383252818037,42.74193548387097,57.25806451612904
01053000160,POP_WHT,78.37273991655076,73.61111111111111,26.38888888888889
01053000140,POP_WHT,78.37273991655076,32.515337423312886,67.48466257668711
01053000170,POP_WHT,92.00293470286134,68.83116883116884,31.16883116883117
01053000150,POP_WHT,67.70304568527918,39.25925925925926,60.74074074074074
01053000230,POP_WHT,96.11211573236889,65.4320987654321,34.5679012345679
01053000220,POP_WHT,96.11211573236889,64.63414634146342,35.36585365853659
01053000040,POP_WHT,86.48648648648648,64.63414634146342,35.36585365853659
01053000030,POP_WHT,74.37956204379562,4.779080252479711,95.2209197475203
01053000010,POP_WHT,74.37956204379562,22.17573221757322,77.82426778242679
01053000210,POP_WHT,86.48648648648648,89.83050847457628,10.16949152542373
01007000003,POP_WHT,87.24058416602614,7.6923076923076925,92.3076923076923
01007000009,POP_WHT,87.24058416602614,2.1538461538461537,97.84615384615385
01007000005,POP_WHT,87.24058416602614,3.125,96.875
01007000004,POP_WHT,87.24058416602614,1.1217948717948718,98.87820512820514
01007000007,POP_WHT,87.24058416602614,9.722222222222223,90.27777777777779
01007000001,POP_WHT,97.00654817586529,4.3478260869565215,95.65217391304348
01001000001,POP_WHT,18.429807052561546,0.5434782608695652,99.45652173913044
01001000008,POP_WHT,33.41772151898734,0.4484304932735426,99.55156950672645
01001000009,POP_WHT,76.12853863810253,0.4784688995215311,99.52153110047847
01001000003,POP_WHT,68.47926267281106,1.5151515151515151,98.48484848484848
01001000005,POP_WHT,77.11229946524064,0.5714285714285714,99.42857142857143
01001000018,POP_WHT,89.26592797783933,0.28169014084507044,99.71830985915493
01001000007,POP_WHT,77.65258215962442,0.2958579881656805,99.70414201183432
